"from_di_id","to_di_id","year","rank","total_oda","bundle","bundle_value"
"AT","other",2016,11,177344009,"cash-loan-equity",2510599
"AT","other",2016,11,177344009,"mixed-project-aid",8858041
"AT","other",2016,11,177344009,"non-transfer",80832150
"AT","other",2016,11,177344009,"technical-ooperation",50520908
"AU","other",2016,11,586900813,"mixed-project-aid",107845034
"AU","other",2016,11,586900813,"cash-grant",252880605
"AU","other",2016,11,586900813,"non-transfer",62697551
"AU","other",2016,11,586900813,"technical-ooperation",143952788
"AU","other",2016,11,586900813,"commodities-food",15178265
"AU","other",2016,11,586900813,"gpgs-nngos",4346570
"BE","other",2016,11,391989169,"mixed-project-aid",80382417
"BE","other",2016,11,391989169,"technical-ooperation",73674297
"BE","other",2016,11,391989169,"gpgs-nngos",924469
"BE","other",2016,11,391989169,"non-transfer",28628955
"BE","other",2016,11,391989169,"cash-grant",162712326
"BE","other",2016,11,391989169,"commodities-food",29708072
"BE","other",2016,11,391989169,"cash-loan-equity",15958633
"CA","other",2016,11,1299503225,"non-transfer",48305213
"CA","other",2016,11,1299503225,"gpgs-nngos",6776570
"CA","other",2016,11,1299503225,"technical-ooperation",526314234
"CA","other",2016,11,1299503225,"cash-grant",502184381
"CA","other",2016,11,1299503225,"mixed-project-aid",94401921
"CA","other",2016,11,1299503225,"commodities-food",121520906
"CH","other",2016,11,1244438849,"mixed-project-aid",495946627
"CH","other",2016,11,1244438849,"technical-ooperation",144041030
"CH","other",2016,11,1244438849,"gpgs-nngos",25652294
"CH","other",2016,11,1244438849,"non-transfer",16588097
"CH","other",2016,11,1244438849,"commodities-food",62797011
"CH","other",2016,11,1244438849,"cash-loan-equity",31959900
"CH","other",2016,11,1244438849,"cash-grant",467453890
"CZ","other",2016,11,20713315,"mixed-project-aid",6080143
"CZ","other",2016,11,20713315,"cash-grant",3957666
"CZ","other",2016,11,20713315,"commodities-food",285177
"CZ","other",2016,11,20713315,"technical-ooperation",6880519
"CZ","other",2016,11,20713315,"non-transfer",3331907
"CZ","other",2016,11,20713315,"gpgs-nngos",177903
"DE","other",2016,11,7420570660,"cash-grant",1502124523
"DE","other",2016,11,7420570660,"commodities-food",459921536
"DE","other",2016,11,7420570660,"technical-ooperation",1803480304
"DE","other",2016,11,7420570660,"mixed-project-aid",991627586
"DE","other",2016,11,7420570660,"cash-loan-equity",1980250861
"DE","other",2016,11,7420570660,"non-transfer",683165850
"DK","other",2016,11,402212106,"commodities-food",5205602
"DK","other",2016,11,402212106,"gpgs-nngos",3692900
"DK","other",2016,11,402212106,"cash-grant",154516904
"DK","other",2016,11,402212106,"cash-loan-equity",30404947
"DK","other",2016,11,402212106,"technical-ooperation",10060886
"DK","other",2016,11,402212106,"non-transfer",7607964
"DK","other",2016,11,402212106,"mixed-project-aid",190722903
"ES","other",2016,11,352717676,"commodities-food",6846058
"ES","other",2016,11,352717676,"cash-grant",65204996
"ES","other",2016,11,352717676,"gpgs-nngos",1066919
"ES","other",2016,11,352717676,"mixed-project-aid",131022777
"ES","other",2016,11,352717676,"technical-ooperation",39755779
"ES","other",2016,11,352717676,"cash-loan-equity",29177849
"ES","other",2016,11,352717676,"non-transfer",79643298
"EU","other",2016,11,9942848101,"commodities-food",885980049
"EU","other",2016,11,9942848101,"gpgs-nngos",71691567
"EU","other",2016,11,9942848101,"mixed-project-aid",2548542954
"EU","other",2016,11,9942848101,"cash-grant",3622526653
"EU","other",2016,11,9942848101,"cash-loan-equity",1520143335
"EU","other",2016,11,9942848101,"non-transfer",131586304
"EU","other",2016,11,9942848101,"technical-ooperation",1162377239
"FI","other",2016,11,189603428,"cash-grant",46337305
"FI","other",2016,11,189603428,"commodities-food",23049500
"FI","other",2016,11,189603428,"cash-loan-equity",4644653
"FI","other",2016,11,189603428,"gpgs-nngos",1908631
"FI","other",2016,11,189603428,"non-transfer",18556218
"FI","other",2016,11,189603428,"technical-ooperation",45298467
"FI","other",2016,11,189603428,"mixed-project-aid",49808654
"FR","other",2016,11,3560607986,"technical-ooperation",332971820
"FR","other",2016,11,3560607986,"commodities-food",12568205
"FR","other",2016,11,3560607986,"gpgs-nngos",490780
"FR","other",2016,11,3560607986,"mixed-project-aid",367912939
"FR","other",2016,11,3560607986,"cash-grant",333876764
"FR","other",2016,11,3560607986,"cash-loan-equity",1694748070
"FR","other",2016,11,3560607986,"non-transfer",818039408
"GB","other",2016,11,4640041757,"commodities-food",306149660
"GB","other",2016,11,4640041757,"gpgs-nngos",48759155
"GB","other",2016,11,4640041757,"non-transfer",214264264
"GB","other",2016,11,4640041757,"technical-ooperation",1108044177
"GB","other",2016,11,4640041757,"cash-grant",1792183850
"GB","other",2016,11,4640041757,"mixed-project-aid",1158439741
"GB","other",2016,11,4640041757,"cash-loan-equity",12200910
"GR","other",2016,11,903901,"technical-ooperation",266090
"GR","other",2016,11,903901,"non-transfer",637811
"HU","other",2016,11,14972593,"mixed-project-aid",1634713
"HU","other",2016,11,14972593,"commodities-food",5361
"HU","other",2016,11,14972593,"non-transfer",11821338
"HU","other",2016,11,14972593,"technical-ooperation",268818
"HU","other",2016,11,14972593,"cash-grant",1242363
"IE","other",2016,11,129543159,"mixed-project-aid",23500430
"IE","other",2016,11,129543159,"non-transfer",1638866
"IE","other",2016,11,129543159,"technical-ooperation",3214993
"IE","other",2016,11,129543159,"commodities-food",172063
"IE","other",2016,11,129543159,"cash-grant",100937166
"IE","other",2016,11,129543159,"gpgs-nngos",79641
"IS","other",2016,11,1128267,"cash-grant",88935
"IS","other",2016,11,1128267,"mixed-project-aid",549831
"IS","other",2016,11,1128267,"non-transfer",3668
"IS","other",2016,11,1128267,"technical-ooperation",485833
"IT","other",2016,11,341727109,"non-transfer",30930470
"IT","other",2016,11,341727109,"cash-loan-equity",28192439
"IT","other",2016,11,341727109,"commodities-food",7455180
"IT","other",2016,11,341727109,"technical-ooperation",35537546
"IT","other",2016,11,341727109,"gpgs-nngos",225622
"IT","other",2016,11,341727109,"mixed-project-aid",63184453
"IT","other",2016,11,341727109,"cash-grant",176201399
"JP","other",2016,11,4405826412,"technical-ooperation",871013138
"JP","other",2016,11,4405826412,"mixed-project-aid",593441507
"JP","other",2016,11,4405826412,"cash-loan-equity",1879666628
"JP","other",2016,11,4405826412,"cash-grant",801271173
"JP","other",2016,11,4405826412,"non-transfer",45319749
"JP","other",2016,11,4405826412,"commodities-food",215114217
"KR","other",2016,11,764813463,"technical-ooperation",223602882
"KR","other",2016,11,764813463,"cash-loan-equity",284190409
"KR","other",2016,11,764813463,"cash-grant",54033645
"KR","other",2016,11,764813463,"mixed-project-aid",170650374
"KR","other",2016,11,764813463,"non-transfer",15880194
"KR","other",2016,11,764813463,"commodities-food",15538806
"KR","other",2016,11,764813463,"gpgs-nngos",917153
"LU","other",2016,11,92012336,"technical-ooperation",28534421
"LU","other",2016,11,92012336,"cash-grant",35319260
"LU","other",2016,11,92012336,"mixed-project-aid",25096497
"LU","other",2016,11,92012336,"non-transfer",1723341
"LU","other",2016,11,92012336,"commodities-food",860314
"LU","other",2016,11,92012336,"gpgs-nngos",478503
"NL","other",2016,11,491503304,"cash-grant",225801714
"NL","other",2016,11,491503304,"mixed-project-aid",184877937
"NL","other",2016,11,491503304,"technical-ooperation",61445745
"NL","other",2016,11,491503304,"commodities-food",10555921
"NL","other",2016,11,491503304,"non-transfer",1341743
"NL","other",2016,11,491503304,"gpgs-nngos",7480244
"NO","other",2016,11,970872863,"cash-grant",385506623
"NO","other",2016,11,970872863,"non-transfer",10753719
"NO","other",2016,11,970872863,"gpgs-nngos",19994057
"NO","other",2016,11,970872863,"technical-ooperation",120428505
"NO","other",2016,11,970872863,"commodities-food",37035489
"NO","other",2016,11,970872863,"mixed-project-aid",397154470
"NZ","other",2016,11,115000685,"technical-ooperation",28206869
"NZ","other",2016,11,115000685,"commodities-food",136812
"NZ","other",2016,11,115000685,"cash-grant",23841937
"NZ","other",2016,11,115000685,"mixed-project-aid",30293072
"NZ","other",2016,11,115000685,"non-transfer",31285725
"NZ","other",2016,11,115000685,"gpgs-nngos",1236270
"PL","other",2016,11,12861653,"cash-grant",4473546
"PL","other",2016,11,12861653,"non-transfer",4246653
"PL","other",2016,11,12861653,"technical-ooperation",2912143
"PL","other",2016,11,12861653,"mixed-project-aid",1229311
"PT","other",2016,11,11828509,"non-transfer",3326735
"PT","other",2016,11,11828509,"cash-grant",439231
"PT","other",2016,11,11828509,"technical-ooperation",6577383
"PT","other",2016,11,11828509,"mixed-project-aid",1485160
"SE","other",2016,11,1063541759,"cash-grant",709440435
"SE","other",2016,11,1063541759,"commodities-food",19764081
"SE","other",2016,11,1063541759,"non-transfer",20140828
"SE","other",2016,11,1063541759,"mixed-project-aid",120915766
"SE","other",2016,11,1063541759,"gpgs-nngos",11820185
"SE","other",2016,11,1063541759,"technical-ooperation",181460464
"SI","other",2016,11,1547560,"commodities-food",121065
"SI","other",2016,11,1547560,"non-transfer",89573
"SI","other",2016,11,1547560,"mixed-project-aid",515213
"SI","other",2016,11,1547560,"cash-grant",398311
"SI","other",2016,11,1547560,"technical-ooperation",423398
"SK","other",2016,11,3158200,"cash-grant",331157
"SK","other",2016,11,3158200,"non-transfer",564888
"SK","other",2016,11,3158200,"technical-ooperation",1333200
"SK","other",2016,11,3158200,"mixed-project-aid",928955
"US","other",2016,11,12710421492,"mixed-project-aid",6869227446
"US","other",2016,11,12710421492,"cash-grant",2604787660
"US","other",2016,11,12710421492,"gpgs-nngos",408322592
"US","other",2016,11,12710421492,"non-transfer",9219937
"US","other",2016,11,12710421492,"commodities-food",1436002020
"US","other",2016,11,12710421492,"technical-ooperation",1382861837
