"di_id","wb_wdi_country_code","year","value"
"CY","CYP",1984,2282507676.96909
"CY","CYP",1974,
"CY","CYP",1969,
"CY","CYP",1991,5866845454.54545
"CY","CYP",1971,
"CY","CYP",1970,
"CY","CYP",1988,4335174278.54454
"CY","CYP",2001,10042928961.7486
"CY","CYP",1990,5682138924.45583
"CY","CYP",1989,4635061775.14793
"CY","CYP",1972,
"CY","CYP",1975,493727323.440812
"CY","CYP",1987,3754968940.31669
"CZ","CZE",2002,78857892518.3117
"CZ","CZE",2001,65537771093.9985
"CZ","CZE",2003,96002658725.9385
"CZ","CZE",1985,
"CZ","CZE",1983,
"CZ","CZE",2000,60346491171.2505
"CZ","CZE",1999,63592157180.3802
"CZ","CZE",1984,
"CZ","CZE",2006,145794845014.074
"CZ","CZE",2005,129840592050.89
"CZ","CZE",2004,113497303480.961
"CZ","CZE",2007,176738445921.641
"CZ","CZE",1989,
"CZ","CZE",1988,
"CZ","CZE",1987,
"CZ","CZE",1986,
"CZ","CZE",1998,65482974610.6093
"CZ","CZE",1997,60828585489.58
"CZ","CZE",1996,65886418224.9532
"CZ","CZE",1995,59099660889.2238
"CZ","CZE",1994,47427603376.7587
"CZ","CZE",1993,40505168312.0091
"CZ","CZE",1992,34254740594.2695
"CZ","CZE",1991,
"CZ","CZE",1990,
"CZ","CZE",1962,
"CZ","CZE",1961,
"CZ","CZE",1960,
"CZ","CZE",1973,
"CZ","CZE",1969,
"CZ","CZE",1972,
"CZ","CZE",1971,
"CZ","CZE",1970,
"CZ","CZE",1982,
"CZ","CZE",1981,
"CZ","CZE",1980,
"CZ","CZE",1979,
"CZ","CZE",1978,
"CZ","CZE",1977,
"CZ","CZE",1976,
"CZ","CZE",1975,
"CZ","CZE",1974,
"CZ","CZE",2014,193774683849.211
"CZ","CZE",2013,196903737326.856
"CZ","CZE",2012,194526471714.979
"CZ","CZE",2011,210686005716.949
"CZ","CZE",2010,191444661160.054
"CZ","CZE",2009,191245344384.41
"CZ","CZE",2008,219942595054.974
"CZ","CZE",1968,
"CZ","CZE",1967,
"CZ","CZE",1966,
"CZ","CZE",2017,204567368706.242
"CZ","CZE",2016,182805983381.012
"CZ","CZE",2015,174210559479.648
"CZ","CZE",1963,
"CZ","CZE",1965,
"CZ","CZE",1964,
"DE","DEU",1992,2141457452222.92
"DE","DEU",1993,2078315202768.25
"DE","DEU",1975,493427322839.653
"DE","DEU",1991,1878910276370.06
"DE","DEU",1990,1793814439777.27
"DE","DEU",1976,523143177411.838
"DE","DEU",1971,251323213182.401
"DE","DEU",1974,447212504194.694
"DE","DEU",1973,400079789974.387
"DE","DEU",1972,301127622584.8
"DE","DEU",1995,2586495154906.51
"DE","DEU",1994,2208141265879.23
"DE","DEU",1979,886224483512.965
"DE","DEU",1978,746779013437.196
"DE","DEU",1977,603452970016.003
"DE","DEU",1989,1416573608446.89
"DE","DEU",1988,1417106507963.02
"DE","DEU",1987,1306377125462.46
"DE","DEU",1986,1054396964874.36
"DE","DEU",1985,740037426920.011
"DE","DEU",1984,732483634458.113
"DE","DEU",1983,775484476828.801
"DE","DEU",1982,778975706214.234
"DE","DEU",1981,803659374296.841
"DE","DEU",1980,955713953625.995
"DE","DEU",1966,
"DE","DEU",1965,
"DE","DEU",1964,
"DE","DEU",2017,3753343564924.54
"DE","DEU",2016,3536579388511.95
"DE","DEU",2015,3437868564359.97
"DE","DEU",2014,3967431410616.85
"DE","DEU",2013,3837352142360.36
"DE","DEU",2012,3627097787872.66
"DE","DEU",1970,217293903436.114
"DE","DEU",1969,
"DE","DEU",1968,
"DE","DEU",1967,
"DE","DEU",2008,3788549875494.36
"DE","DEU",2007,3490550232685.46
"DE","DEU",2006,3054165098482
"DE","DEU",1963,
"DE","DEU",1962,
"DE","DEU",1961,
"DE","DEU",1960,
"DE","DEU",2000,1936997420305.88
"DE","DEU",1999,2181388237800.98
"DE","DEU",1998,2228282760920.31
"DE","DEU",1997,2212100157906.61
"DE","DEU",1996,2501355601767.61
"DE","DEU",2009,3494797165879.41
"DE","DEU",2004,2839056369505.84
"DE","DEU",2003,2483092550790.07
"DE","DEU",2002,2054210427253.91
"DE","DEU",2005,2886828752642.71
"DE","DEU",2011,3852523473062.37
"DE","DEU",2001,1934220134228.19
"DE","DEU",2010,3484417706610.16
"DJ","DJI",1996,
"DJ","DJI",1995,
"DJ","DJI",1985,
"DJ","DJI",1984,
"DJ","DJI",1990,
"DJ","DJI",1994,
"DJ","DJI",1997,
"DJ","DJI",1968,
"DJ","DJI",1980,
"DJ","DJI",1979,
"DJ","DJI",1989,
"DJ","DJI",1988,
"DJ","DJI",1987,
"DJ","DJI",1986,
"DJ","DJI",2012,
"DJ","DJI",2011,
"DJ","DJI",1983,
"DJ","DJI",1982,
"DJ","DJI",1981,
"DJ","DJI",1993,
"DJ","DJI",1992,
"DJ","DJI",1991,
"DJ","DJI",2017,1829341326.24353
"DJ","DJI",2016,1777789738.35246
"DJ","DJI",2015,1663400936.86698
"DJ","DJI",2014,1476439448.84335
"DJ","DJI",2013,1351061495.26505
"DJ","DJI",2002,
"DJ","DJI",1998,
"DJ","DJI",2001,
"DJ","DJI",2000,
"DJ","DJI",1999,
"DJ","DJI",1970,
"DJ","DJI",1969,
"DJ","DJI",2008,
"DJ","DJI",2007,
"DJ","DJI",2006,
"DJ","DJI",2005,
"DJ","DJI",1978,
"DJ","DJI",1977,
"DJ","DJI",1976,
"DJ","DJI",1975,
"DJ","DJI",1974,
"DJ","DJI",1965,
"DJ","DJI",1964,
"DJ","DJI",1967,
"DJ","DJI",1966,
"DJ","DJI",2004,
"DJ","DJI",2003,
"DJ","DJI",1963,
"DJ","DJI",1962,
"DJ","DJI",1961,
"DJ","DJI",1960,
"DJ","DJI",1973,
"DJ","DJI",2010,
"DJ","DJI",2009,
"DJ","DJI",1971,
"DJ","DJI",1972,
"DM","DMA",2000,296527296.296296
"DM","DMA",1999,242196296.296296
"DM","DMA",1970,
"DM","DMA",1969,
"DM","DMA",1968,
"DM","DMA",1982,72251851.8518519
"DM","DMA",1980,59400000
"DM","DMA",1979,44185185.1851852
"DM","DMA",1978,44970370.3703704
"DM","DMA",1967,
"DM","DMA",1962,
"DM","DMA",1961,
"DM","DMA",1960,
"DM","DMA",1983,79525925.9259259
"DM","DMA",2013,482471925.925926
"DM","DMA",2012,476466888.888889
"DM","DMA",2011,490477518.518518
"DM","DMA",2010,484383222.222222
"DM","DMA",2009,475420296.296296
"DM","DMA",2008,439854111.111111
"DM","DMA",2007,401761000
"DM","DMA",2006,375245814.814815
"DM","DMA",1977,36370370.3703704
"DM","DMA",2017,538888888.888889
"DM","DMA",2016,564112000
"DM","DMA",2015,517665740.740741
"DM","DMA",2014,506517777.777778
"DM","DMA",1976,
"DM","DMA",1975,
"DM","DMA",1974,
"DM","DMA",1973,
"DM","DMA",1972,
"DM","DMA",1971,
"DM","DMA",1966,
"DM","DMA",1965,
"DM","DMA",1964,
"DM","DMA",1963,
"DM","DMA",1990,161381481.481481
"DM","DMA",1989,146174074.074074
"DM","DMA",1988,139466666.666667
"DM","DMA",2002,309765370.37037
"DM","DMA",2001,318012333.333333
"DM","DMA",1987,121548148.148148
"DM","DMA",1986,109574074.074074
"DM","DMA",1985,93385185.1851852
"DM","DMA",1984,87948148.1481481
"DM","DMA",1981,66718518.5185185
"DM","DMA",1995,210681481.481481
"DM","DMA",1994,204437037.037037
"DM","DMA",1993,194048148.148148
"DM","DMA",2005,341481481.481481
"DM","DMA",2004,341438444.444444
"DM","DMA",2003,323075037.037037
"DM","DMA",1998,242990740.740741
"DM","DMA",1997,228885185.185185
"DM","DMA",1996,217692592.592593
"DM","DMA",1991,172774074.074074
"DM","DMA",1992,184400000
"DK","DNK",2009,324446827957.992
"DK","DNK",2008,357301936015.378
"DK","DNK",2010,327262172001.618
"DK","DNK",1997,171199485199.485
"DK","DNK",1996,185334471519.478
"DK","DNK",2011,351257091701.648
"DK","DNK",1998,175092078557.784
"DK","DNK",1993,140767167322.136
"DK","DNK",1992,149322642285.582
"DK","DNK",1995,183119912894.474
"DK","DNK",1994,153921121938.182
"DK","DNK",1989,109308595879.73
"DK","DNK",1988,112822235980.094
"DK","DNK",1991,135338616180.724
"DK","DNK",1990,134602170119.252
"DK","DNK",2014,365833620392.697
"DK","DNK",2013,354463411441.36
"DK","DNK",2012,334536242338.713
"DK","DNK",1970,16944354413.3333
"DK","DNK",1969,
"DK","DNK",2007,321027058801.918
"DK","DNK",2006,286311629784.086
"DK","DNK",2005,266599076189.365
"DK","DNK",2004,252467994191.384
"DK","DNK",1962,
"DK","DNK",1961,
"DK","DNK",1960,
"DK","DNK",2000,160799569472.108
"DK","DNK",1999,176481752243.342
"DK","DNK",1976,44792371050.4549
"DK","DNK",1971,18886589445.619
"DK","DNK",2001,162491228913.346
"DK","DNK",1983,59088793952.9798
"DK","DNK",1968,
"DK","DNK",1967,
"DK","DNK",1966,
"DK","DNK",1965,
"DK","DNK",1964,
"DK","DNK",1963,
"DK","DNK",1975,40600569994.083
"DK","DNK",1987,107189128795.521
"DK","DNK",1986,85915075355.3331
"DK","DNK",2003,216751825371.526
"DK","DNK",2002,176537423841.311
"DK","DNK",1985,60715160129.8554
"DK","DNK",1984,57319278884.9622
"DK","DNK",1982,58694649860.7844
"DK","DNK",1981,60556309093.972
"DK","DNK",1980,70522885572.8455
"DK","DNK",1979,70567716137.6164
"DK","DNK",1978,61052957440.2495
"DK","DNK",1977,50257825209.8881
"DK","DNK",2017,331391534846.839
"DK","DNK",2016,314651908926.805
"DK","DNK",2015,310705105230.661
"DK","DNK",1973,30844135019.4231
"DK","DNK",1972,23029738506.0366
"DK","DNK",1974,34074666229.1424
"DO","DOM",2005,32099908689.3471
"DO","DOM",2004,20224880059.5447
"DO","DOM",2002,25419768169.6001
"DO","DOM",1973,2350899900
"DO","DOM",1972,2.027e+09
"DO","DOM",2003,19883476341.6389
"DO","DOM",1998,20281411877.9288
"DO","DOM",1969,1207300000
"DO","DOM",1968,1060200000
"DO","DOM",1967,1015300000
"DO","DOM",1966,965400000
"DO","DOM",1965,876400000
"DO","DOM",1964,1006500200
"DO","DOM",1963,920500100
"DO","DOM",1975,3597500100
"DO","DOM",1974,2920400000
"DO","DOM",1960,662300300
"DO","DOM",1962,802500200
"DO","DOM",1971,1664300000
"DO","DOM",1970,1476200100
"DO","DOM",2008,46539967303.4896
"DO","DOM",2007,41986478153.1566
"DO","DOM",2006,34100478303.831
"DO","DOM",1992,10846012368.6806
"DO","DOM",1991,9364371844.5684
"DO","DOM",1990,6758924741.65132
"DO","DOM",2001,23800945874.2197
"DO","DOM",2000,22954819242.487
"DO","DOM",1999,20734855940.1782
"DO","DOM",2017,72442960198.9736
"DO","DOM",2016,68147553487.5646
"DO","DOM",1997,18798452554.6924
"DO","DOM",1996,17407013003.7298
"DO","DOM",1995,15589496124.031
"DO","DOM",1994,13829234920.6349
"DO","DOM",1993,12279408000
"DO","DOM",1979,5551200100
"DO","DOM",1978,4771400000
"DO","DOM",1977,4507500200
"DO","DOM",1989,6373562712.93375
"DO","DOM",1988,5052914306.74847
"DO","DOM",1987,5527990480.64919
"DO","DOM",1986,5877395034.94818
"DO","DOM",1985,4725492096.63946
"DO","DOM",1984,9972699700
"DO","DOM",1961,635500100
"DO","DOM",1982,7709900300
"DO","DOM",1981,6973899800
"DO","DOM",1980,6420500100
"DO","DOM",2015,65075518091.4372
"DO","DOM",2014,61983632303.2418
"DO","DOM",2013,58993642057.4004
"DO","DOM",1976,3945299900
"DO","DOM",2011,55492184847.0898
"DO","DOM",2010,51997530108.1181
"DO","DOM",2009,46654855305.6902
"DO","DOM",2012,58214045121.8613
"DO","DOM",1983,8324900100
"DZ","DZA",1983,47576469888.0722
"DZ","DZA",1982,43894588715.6483
"DZ","DZA",1981,43096072338.848
"DZ","DZA",2010,160819911155.325
"DZ","DZA",1984,52220897640.1654
"DZ","DZA",1970,4741958558.66804
"DZ","DZA",2011,197899407578.227
"DZ","DZA",1968,3791351137.30733
"DZ","DZA",1980,41147477394.1368
"DZ","DZA",1979,32153447330.8593
"DZ","DZA",1969,4257218772.15369
"DZ","DZA",1977,20610177486.2545
"DZ","DZA",1976,17416131394.3993
"DZ","DZA",1975,15380691573.4036
"DZ","DZA",1978,25784547290.6528
"DZ","DZA",1973,8639332718.73106
"DZ","DZA",1972,6739483919.88938
"DZ","DZA",1971,5036510422.1797
"DZ","DZA",2009,135898384290.422
"DZ","DZA",2008,169770075986.176
"DZ","DZA",2007,132999939533.051
"DZ","DZA",1967,3289823843.95698
"DZ","DZA",1966,2918305624.75947
"DZ","DZA",1965,3055239675.11292
"DZ","DZA",1964,2909811018.83735
"DZ","DZA",1963,2764320457.76788
"DZ","DZA",1962,2203142738.50516
"DZ","DZA",1974,13137957233.0654
"DZ","DZA",2017,167870202661.909
"DZ","DZA",2016,157479093702.572
"DZ","DZA",2015,161421328931.766
"DZ","DZA",1960,3221576584.97063
"DZ","DZA",1998,46187747552.7333
"DZ","DZA",1997,45957862443.0312
"DZ","DZA",2006,112351007879.24
"DZ","DZA",2005,98110227890.8733
"DZ","DZA",2004,81810770387.2785
"DZ","DZA",2003,65409180355.3201
"DZ","DZA",2002,54568215481.5391
"DZ","DZA",2014,209164338102.98
"DZ","DZA",2013,205256929710.061
"DZ","DZA",2012,205175259234.42
"DZ","DZA",1985,56367306277.0993
"DZ","DZA",1961,2972164249.54426
"DZ","DZA",1999,46350574514.0746
"DZ","DZA",1994,40807744205.4822
"DZ","DZA",1993,48196455219.5331
"DZ","DZA",1996,44381496854.7371
"DZ","DZA",1995,39574052577.471
"DZ","DZA",1990,59955099642.7774
"DZ","DZA",1989,53741489814.6931
"DZ","DZA",1992,45843298246.0158
"DZ","DZA",1991,43495367238.6727
"DZ","DZA",1986,62266301892.8116
"DZ","DZA",2001,53149297702.5189
"DZ","DZA",2000,52080245574.0101
"DZ","DZA",1987,65212267773.1959
"DZ","DZA",1988,57078999222.2899
"EC","ECU",1970,2833290165.97396
"EC","ECU",1988,11943355166.7327
"EC","ECU",1987,12911936465.8643
"EC","ECU",1973,3775699919.51342
"EC","ECU",1984,16051702544.1316
"EC","ECU",1983,16461852153.4483
"EC","ECU",1986,14313664398.1659
"EC","ECU",1985,16089586704.2826
"EC","ECU",1993,18078087043.5218
"EC","ECU",1992,17149765882.9415
"EC","ECU",1982,19146077863.8848
"EC","ECU",1981,21221084539.0847
"EC","ECU",1974,6432079281.52439
"EC","ECU",1980,17457711528.5984
"EC","ECU",1979,13837604193.9464
"EC","ECU",1978,11718504382.2607
"EC","ECU",1977,10881076953.0482
"EC","ECU",1976,8990975914.21424
"EC","ECU",1997,27134639319.6598
"EC","ECU",1996,24202981490.7454
"EC","ECU",1995,23508422211.1056
"EC","ECU",1994,21768203101.5508
"EC","ECU",1964,1137207609.778
"EC","ECU",1991,15870976588.2941
"EC","ECU",1990,14028697796.5758
"EC","ECU",1989,12704259914.0324
"EC","ECU",2003,30940648900
"EC","ECU",2002,27296945800
"EC","ECU",2001,23133356700
"EC","ECU",2000,16916459229.6148
"EC","ECU",1999,18337918959.4797
"EC","ECU",1969,3084153419.78331
"EC","ECU",1972,3140765557.37758
"EC","ECU",1971,2718503141.66599
"EC","ECU",1966,2404097428.14315
"EC","ECU",1965,2362036265.70433
"EC","ECU",1968,2555067797.29931
"EC","ECU",1967,2528684150.03416
"EC","ECU",1975,7676350735.48856
"EC","ECU",1961,951299113.199916
"EC","ECU",1960,984369535.218373
"EC","ECU",2015,97556311700
"EC","ECU",2014,100174373400
"EC","ECU",2013,93757733000
"EC","ECU",1998,26810811405.7028
"EC","ECU",2011,78019557800
"EC","ECU",2010,68518229500
"EC","ECU",2009,61249061500
"EC","ECU",2008,60333807100
"EC","ECU",2007,49039726800
"EC","ECU",1963,1020570901.06806
"EC","ECU",1962,934743860.683026
"EC","ECU",2017,100724446000
"EC","ECU",2016,96763074800
"EC","ECU",2006,44973578600
"EC","ECU",2005,39692188000
"EC","ECU",2012,86623604900
"EC","ECU",2004,34751990000
"EG","EGY",2012,272893358361.832
"EG","EGY",2011,229952046577.276
"EG","EGY",2010,214525524816.777
"EG","EGY",2014,298266956465.61
"EG","EGY",2017,230946129337.711
"EG","EGY",1994,51775983392.6453
"EG","EGY",1993,46006531482.593
"EG","EGY",1992,41530682604.64
"EG","EGY",1966,5300021584.28664
"EG","EGY",1965,5071865443.42508
"EG","EGY",1964,
"EG","EGY",1963,
"EG","EGY",1962,
"EG","EGY",1961,
"EG","EGY",1960,
"EG","EGY",1968,6086215186.91589
"EG","EGY",1967,5554179787.70456
"EG","EGY",1969,6802663196.12591
"EG","EGY",1983,26259138882.4214
"EG","EGY",1982,23808373275.8621
"EG","EGY",1981,21740405675.6757
"EG","EGY",1980,21452777222.2222
"EG","EGY",1979,17081000285.7143
"EG","EGY",1978,14186931625.2274
"EG","EGY",1977,14211015786.7041
"EG","EGY",1976,13018470903.6743
"EG","EGY",1975,11193993423.9369
"EG","EGY",1974,8896114897.15354
"EG","EGY",1973,9492672814.5528
"EG","EGY",2016,328456133278.038
"EG","EGY",2015,326997141034.891
"EG","EGY",1997,79403878171.0914
"EG","EGY",1996,68168316981.1321
"EG","EGY",1995,60300045060.4541
"EG","EGY",2008,164177881818.182
"EG","EGY",2007,131656331242.774
"EG","EGY",2013,281179831508.082
"EG","EGY",1991,36607853672.3164
"EG","EGY",1990,42025301794.5267
"EG","EGY",1989,39138811131.7637
"EG","EGY",1988,34836219477.5696
"EG","EGY",1987,39986078633.15
"EG","EGY",1986,32067539943.8728
"EG","EGY",1985,31405611454.298
"EG","EGY",1984,28579875188.1316
"EG","EGY",1970,7618437829.69103
"EG","EGY",2009,189135841009.647
"EG","EGY",2004,78630915273.513
"EG","EGY",2003,82817403956.5416
"EG","EGY",2006,108015020915.624
"EG","EGY",2005,89432106656.8959
"EG","EGY",2000,100770343989.432
"EG","EGY",1972,8695449586.34954
"EG","EGY",2002,87946617922.5597
"EG","EGY",2001,98703508737.0713
"EG","EGY",1971,8192808212.19077
"EG","EGY",1998,86042107526.5643
"EG","EGY",1999,91715104806.8416
"ER","ERI",2011,2584193372.35772
"ER","ERI",2010,2097411538.21138
"ER","ERI",1962,
"ER","ERI",1961,
"ER","ERI",2000,706846472.727273
"ER","ERI",1999,695019380.320389
"ER","ERI",1998,749833860.823972
"ER","ERI",1960,
"ER","ERI",1996,685835952.616924
"ER","ERI",1963,
"ER","ERI",1990,
"ER","ERI",1997,683315115.487715
"ER","ERI",1964,
"ER","ERI",2014,
"ER","ERI",2013,
"ER","ERI",2012,
"ER","ERI",1972,
"ER","ERI",1971,
"ER","ERI",2009,1840533600
"ER","ERI",2008,1368434686.17886
"ER","ERI",2007,1310746757.72358
"ER","ERI",2006,1202459440.65041
"ER","ERI",2005,1089003669.98744
"ER","ERI",2004,1093759651.85857
"ER","ERI",2003,860583135.777027
"ER","ERI",2002,723218652.834893
"ER","ERI",2001,750010831.601751
"ER","ERI",1974,
"ER","ERI",1973,
"ER","ERI",1985,
"ER","ERI",1984,
"ER","ERI",1970,
"ER","ERI",1982,
"ER","ERI",1981,
"ER","ERI",1980,
"ER","ERI",1979,
"ER","ERI",1978,
"ER","ERI",1977,
"ER","ERI",1989,
"ER","ERI",1988,
"ER","ERI",1987,
"ER","ERI",1986,
"ER","ERI",1966,
"ER","ERI",1969,
"ER","ERI",1983,
"ER","ERI",1995,585565625
"ER","ERI",1994,531888311.688312
"ER","ERI",1993,467872714.755603
"ER","ERI",1992,477101651.648376
"ER","ERI",1991,
"ER","ERI",2017,
"ER","ERI",2016,
"ER","ERI",2015,
"ER","ERI",1976,
"ER","ERI",1975,
"ER","ERI",1965,
"ER","ERI",1968,
"ER","ERI",1967,
"ES","ESP",2005,1140539733863.95
"ES","ESP",2006,1242534186425.79
"ES","ESP",1963,18990535037.939
"ES","ESP",1962,16068290740.3023
"ES","ESP",1961,13771365311.6801
"ES","ESP",1960,12014292254.6682
"ES","ESP",2000,593190528837.295
"ES","ESP",1999,629551459620.712
"ES","ESP",2009,1471601833842.73
"ES","ESP",2008,1591136663248.86
"ES","ESP",2007,1443571037503.42
"ES","ESP",1967,31375464705.1608
"ES","ESP",1966,28478655146.859
"ES","ESP",1965,24646865294.9947
"ES","ESP",1964,21214320908.7775
"ES","ESP",1991,571382491112.89
"ES","ESP",1990,531041444662.096
"ES","ESP",1989,410669443429.375
"ES","ESP",1988,371240243822.311
"ES","ESP",1987,315098174774.289
"ES","ESP",1986,248390241534.989
"ES","ESP",1998,611917236551.955
"ES","ESP",1997,583665545227.273
"ES","ESP",1996,634156022855.642
"ES","ESP",1995,610175056578.596
"ES","ESP",1994,519937714196.994
"ES","ESP",1993,521369500196.104
"ES","ESP",1992,623961627498.781
"ES","ESP",2017,1311203945762.4
"ES","ESP",2016,1236974057120.27
"ES","ESP",2015,1195249030784.62
"ES","ESP",2014,1372362767776.88
"ES","ESP",2013,1354781332542.95
"ES","ESP",2012,1326607334463.11
"ES","ESP",2011,1462267766479.01
"ES","ESP",2010,1411545097005.49
"ES","ESP",1970,40511128832.8976
"ES","ESP",1969,35653004591.7683
"ES","ESP",1968,31188508104.3807
"ES","ESP",1981,199322560821.77
"ES","ESP",1980,229982951032.722
"ES","ESP",1979,212602832424.393
"ES","ESP",2004,1059731810280.61
"ES","ESP",2003,899523702031.603
"ES","ESP",2002,697316017316.017
"ES","ESP",2001,619353020134.228
"ES","ESP",1974,97044562445.9187
"ES","ESP",1973,78149087664.1919
"ES","ESP",1985,178515947064.579
"ES","ESP",1984,168719893603.809
"ES","ESP",1983,167488613921.114
"ES","ESP",1982,192485237770.71
"ES","ESP",1977,130952994304.491
"ES","ESP",1976,117350680427.754
"ES","ESP",1975,114047079710.145
"ES","ESP",1978,158680024088.542
"ES","ESP",1972,58613516696.8677
"ES","ESP",1971,46152592574.8503
"EE","EST",1976,
"EE","EST",2017,25397715458.9574
"EE","EST",1975,
"EE","EST",1974,
"EE","EST",2016,22882960363.3897
"EE","EST",2015,22092721136.7585
"EE","EST",2014,25524897768.9141
"EE","EST",2013,24557491226.0057
"EE","EST",1978,
"EE","EST",1977,
"EE","EST",1963,
"EE","EST",1962,
"EE","EST",1961,
"EE","EST",1973,
"EE","EST",1972,
"EE","EST",1971,
"EE","EST",1970,
"EE","EST",1969,
"EE","EST",1968,
"EE","EST",1967,
"EE","EST",1966,
"EE","EST",1965,
"EE","EST",1964,
"EE","EST",2003,9301313572.71906
"EE","EST",2002,6978783272.11077
"EE","EST",2001,5947902515.44177
"EE","EST",1960,
"EE","EST",1999,
"EE","EST",1998,
"EE","EST",1997,
"EE","EST",1996,
"EE","EST",1995,
"EE","EST",2007,20706692581.4399
"EE","EST",2006,16082181533.0573
"EE","EST",2005,13457655515.4831
"EE","EST",2004,11465094534.1615
"EE","EST",1993,
"EE","EST",1992,
"EE","EST",1991,
"EE","EST",2000,5472116096.93172
"EE","EST",2012,22114662087.3604
"EE","EST",2011,22009014211.7766
"EE","EST",2010,18457311665.0512
"EE","EST",2009,19054459572.1034
"EE","EST",2008,22921927640.2519
"EE","EST",1981,
"EE","EST",1980,
"EE","EST",1979,
"EE","EST",1994,
"EE","EST",1989,
"EE","EST",1988,
"EE","EST",1987,
"EE","EST",1990,
"EE","EST",1985,
"EE","EST",1984,
"EE","EST",1983,
"EE","EST",1986,
"EE","EST",1982,
"ET","ETH",1984,8076785458.9372
"ET","ETH",2017,80063770300.2792
"ET","ETH",2016,72758372763.8291
"ET","ETH",1983,8554364251.20773
"ET","ETH",1982,7698885748.79227
"ET","ETH",2013,47541429851.2713
"ET","ETH",2012,43214529006.0852
"ET","ETH",2011,31883271774.1935
"ET","ETH",2010,29825574928.2445
"ET","ETH",2009,32395738209.0412
"ET","ETH",2008,27086850118.9961
"ET","ETH",2007,19721806402.0923
"ET","ETH",2006,15242461910.6314
"ET","ETH",2005,12365354408.4331
"ET","ETH",2004,10067656708.6258
"ET","ETH",2003,8557581131.63569
"ET","ETH",2015,64202554818.8433
"ET","ETH",2014,55459432981.0434
"ET","ETH",1987,10480006666.6667
"ET","ETH",1986,9817322463.76812
"ET","ETH",1985,9447700386.47343
"ET","ETH",1971,
"ET","ETH",1970,
"ET","ETH",1969,
"ET","ETH",1981,7317850048.30918
"ET","ETH",1980,
"ET","ETH",1979,
"ET","ETH",1978,
"ET","ETH",1977,
"ET","ETH",1976,
"ET","ETH",1975,
"ET","ETH",1974,
"ET","ETH",1973,
"ET","ETH",1972,
"ET","ETH",1998,7751811217.66928
"ET","ETH",1997,8492265911.60901
"ET","ETH",1996,8504359178.89306
"ET","ETH",1968,
"ET","ETH",1967,
"ET","ETH",1966,
"ET","ETH",1965,
"ET","ETH",1964,
"ET","ETH",1963,
"ET","ETH",2002,7797207615.85915
"ET","ETH",2001,8180069454.11753
"ET","ETH",2000,8182263337.46518
"ET","ETH",1999,7648343127.98732
"ET","ETH",1960,
"ET","ETH",1993,8734430671.62956
"ET","ETH",1992,10429217520.0714
"ET","ETH",1995,7603562639.92836
"ET","ETH",1994,6848460204.38158
"ET","ETH",1989,11396246714.9758
"ET","ETH",1988,10844346376.8116
"ET","ETH",1991,13390412125.6039
"ET","ETH",1990,12108119661.8358
"ET","ETH",1962,
"ET","ETH",1961,
"EU","EUU",1960,
"EU","EUU",2001,8986013592256.89
"EU","EUU",1961,
"EU","EUU",1984,3085359024724.69
"EU","EUU",1983,3212469869812.18
"EU","EUU",2016,16414079768446.8
"EU","EUU",2015,16313252861901.4
"EU","EUU",1986,4369597404867.83
"EU","EUU",1985,3184321459709.52
"EU","EUU",1969,
"EU","EUU",1982,3312341356875.79
"EU","EUU",1981,3448874597197.04
"EU","EUU",1980,3911234898057.84
"EU","EUU",2006,15457185982493.7
"EU","EUU",1963,
"EU","EUU",1962,
"EU","EUU",1976,2029571464703.67
"EU","EUU",2017,17261305880956.3
"EU","EUU",1966,
"EU","EUU",1975,1960416158261.82
"EU","EUU",2014,18601154265917.9
"EU","EUU",2013,18047143126387.7
"EU","EUU",2012,17324328487825.5
"EU","EUU",2011,18415969142635.8
"EU","EUU",2010,17042340326783.6
"EU","EUU",2009,17101820215951.2
"EU","EUU",1979,3428211129084.92
"EU","EUU",1978,2810831112350.46
"EU","EUU",1977,2293171482478.8
"EU","EUU",1965,
"EU","EUU",1964,
"EU","EUU",2004,13832744596654.1
"EU","EUU",2003,11934046329086.2
"EU","EUU",1974,1677325837763.62
"EU","EUU",1972,1177324479468.12
"EU","EUU",1971,983919820880.154
"EU","EUU",1970,870650215410.326
"EU","EUU",1973,1494320302548.67
"EU","EUU",1968,
"EU","EUU",1967,
"EU","EUU",2008,19070696612632
"EU","EUU",2007,17812000854926.5
"EU","EUU",1992,8581785290583.86
"EU","EUU",1987,5408299811693.83
"EU","EUU",2000,8900654610996.54
"EU","EUU",1999,9561798974039.78
"EU","EUU",2002,9781224437438.41
"EU","EUU",1988,6036986973154.95
"EU","EUU",1996,9768557613268.11
"EU","EUU",1995,9551079231087.7
"EU","EUU",1998,9571985444318.35
"EU","EUU",1997,9234745933325.78
"EU","EUU",2005,14486694516556.4
"EU","EUU",1994,8315909277250.49
"EU","EUU",1993,7823880050236.3
"EU","EUU",1989,6147039465796.43
"EU","EUU",1991,7869757273523.89
"EU","EUU",1990,7601734219527.11
"FI","FIN",1998,131352914997.775
"FI","FIN",1996,129118560704.116
"FI","FIN",2015,234536569808.013
"FI","FIN",1997,124935288054.06
"FI","FIN",2017,254877909968.165
"FI","FIN",2016,240560342486.981
"FI","FIN",2000,124757693016.399
"FI","FIN",1999,133871723844.023
"FI","FIN",1986,73358849988.2712
"FI","FIN",1985,55597963257.8665
"FI","FIN",1984,52566403146.023
