"di_id","donor_code","region_name","aid_type","year","value"
"wfp",966,"north-of-sahara","bilateral",2016,8260000
"wfp",966,"south-of-sahara","bilateral",2016,160210000
"wfp",966,"north-central-america","bilateral",2016,16870000
"wfp",966,"south-america","bilateral",2016,1580000
"wfp",966,"far-east-asia","bilateral",2016,8970000
"wfp",966,"south-central-asia","bilateral",2016,19350000
"wfp",966,"europe","bilateral",2016,10210000
"wfp",966,"middle-east","bilateral",2016,55070000
"unhcr",967,"unspecified","bilateral",2016,219210000
"unhcr",967,"north-of-sahara","bilateral",2016,14370000
"unhcr",967,"south-of-sahara","bilateral",2016,92240000
"unhcr",967,"north-central-america","bilateral",2016,10280000
"unhcr",967,"south-america","bilateral",2016,26040000
"unhcr",967,"far-east-asia","bilateral",2016,13900000
"unhcr",967,"south-central-asia","bilateral",2016,67130000
"unhcr",967,"europe","bilateral",2016,27480000
"unhcr",967,"middle-east","bilateral",2016,32470000
"unaids",971,"unspecified","bilateral",2016,116190000
"unaids",971,"north-of-sahara","bilateral",2016,886981.078791302
"unaids",971,"south-of-sahara","bilateral",2016,38373018.9212087
"unaids",971,"north-central-america","bilateral",2016,3760000
"unaids",971,"south-america","bilateral",2016,6150000
"unaids",971,"far-east-asia","bilateral",2016,5802734.73108478
"unaids",971,"south-central-asia","bilateral",2016,6255241.56791249
"unaids",971,"europe","bilateral",2016,3860000
"unaids",971,"middle-east","bilateral",2016,2542023.70100273
"unaids",971,"oceania","bilateral",2016,1650000
"unfpa",974,"unspecified","bilateral",2016,27060000
"unfpa",974,"north-of-sahara","bilateral",2016,3700000
"unfpa",974,"south-of-sahara","bilateral",2016,119570000
"unfpa",974,"north-central-america","bilateral",2016,14830000
"unfpa",974,"south-america","bilateral",2016,6920000
"unfpa",974,"far-east-asia","bilateral",2016,23121659.4375262
"unfpa",974,"south-central-asia","bilateral",2016,42904776.8294389
"unfpa",974,"europe","bilateral",2016,3890000
"unfpa",974,"middle-east","bilateral",2016,14583563.7330348
"unfpa",974,"oceania","bilateral",2016,1410000
"islamic-dev-bank",976,"north-of-sahara","bilateral",2016,8020000
"islamic-dev-bank",976,"south-of-sahara","bilateral",2016,164450000
"islamic-dev-bank",976,"south-america","bilateral",2016,860000
"islamic-dev-bank",976,"far-east-asia","bilateral",2016,9060000
"islamic-dev-bank",976,"south-central-asia","bilateral",2016,63750000
"islamic-dev-bank",976,"europe","bilateral",2016,3760000
"islamic-dev-bank",976,"middle-east","bilateral",2016,97190000
"islamic-dev-bank",976,"oceania","bilateral",2016,470000
"osce",978,"unspecified","bilateral",2016,37050000
"osce",978,"south-central-asia","bilateral",2016,22610000
"osce",978,"europe","bilateral",2016,52780000
"ifad",988,"north-of-sahara","bilateral",2016,20990000
"ifad",988,"south-of-sahara","bilateral",2016,311330000
"ifad",988,"north-central-america","bilateral",2016,15650000
"ifad",988,"south-america","bilateral",2016,5650000
"ifad",988,"far-east-asia","bilateral",2016,59060000
"ifad",988,"south-central-asia","bilateral",2016,175550000
"ifad",988,"europe","bilateral",2016,4460000
"ifad",988,"middle-east","bilateral",2016,600000
"ifad",988,"oceania","bilateral",2016,5680000
"cif",1011,"north-of-sahara","bilateral",2016,17480000
"cif",1011,"south-of-sahara","bilateral",2016,22530000
"cif",1011,"north-central-america","bilateral",2016,10190000
"cif",1011,"south-america","bilateral",2016,1120000
"adaptation-fund",1012,"north-of-sahara","bilateral",2016,2030000
"adaptation-fund",1012,"south-of-sahara","bilateral",2016,11940000
"adaptation-fund",1012,"north-central-america","bilateral",2016,3850000
"adaptation-fund",1012,"south-america","bilateral",2016,9370000
"adaptation-fund",1012,"far-east-asia","bilateral",2016,2790000
"adaptation-fund",1012,"south-central-asia","bilateral",2016,4250000
"adaptation-fund",1012,"oceania","bilateral",2016,5270000
"ceb",1013,"europe","bilateral",2016,100020000
"dutch-postcode-lottery",1020,"unspecified","bilateral",2016,189490000
"dutch-postcode-lottery",1020,"south-of-sahara","bilateral",2016,12400000
"dutch-postcode-lottery",1020,"south-america","bilateral",2016,16390000
"dutch-postcode-lottery",1020,"south-central-asia","bilateral",2016,2410000
"dutch-postcode-lottery",1020,"europe","bilateral",2016,550000
"swedish-postcode-lottery",1021,"unspecified","bilateral",2016,72050000
"swedish-postcode-lottery",1021,"south-of-sahara","bilateral",2016,3620000
"swedish-postcode-lottery",1021,"far-east-asia","bilateral",2016,820000
"swedish-postcode-lottery",1021,"south-central-asia","bilateral",2016,2920000
"peoples-postcode-lottery",1022,"unspecified","bilateral",2016,18100000
"peoples-postcode-lottery",1022,"south-of-sahara","bilateral",2016,3340000
"world-tourism-organisation",1023,"unspecified","bilateral",2016,9740000
"world-tourism-organisation",1023,"south-of-sahara","bilateral",2016,840000
"world-tourism-organisation",1023,"north-central-america","bilateral",2016,550000
"world-tourism-organisation",1023,"far-east-asia","bilateral",2016,110370.37037037
"world-tourism-organisation",1023,"south-central-asia","bilateral",2016,82777.7777777778
"world-tourism-organisation",1023,"europe","bilateral",2016,390000
"world-tourism-organisation",1023,"middle-east","bilateral",2016,1296851.85185185
"gavi",1311,"unspecified","bilateral",2016,87560000
"gavi",1311,"south-of-sahara","bilateral",2016,754590000
"gavi",1311,"north-central-america","bilateral",2016,8500000
"gavi",1311,"south-america","bilateral",2016,1820000
"gavi",1311,"far-east-asia","bilateral",2016,35190000
"gavi",1311,"south-central-asia","bilateral",2016,426700000
"gavi",1311,"europe","bilateral",2016,30000
"gavi",1311,"middle-east","bilateral",2016,22460000
"gavi",1311,"oceania","bilateral",2016,1990000
"global-fund",1312,"north-of-sahara","bilateral",2016,9886838.89814456
"global-fund",1312,"south-of-sahara","bilateral",2016,2647853161.10186
"global-fund",1312,"north-central-america","bilateral",2016,83317494.2304278
"global-fund",1312,"south-america","bilateral",2016,31812505.7695722
"global-fund",1312,"far-east-asia","bilateral",2016,250070000
"global-fund",1312,"south-central-asia","bilateral",2016,447160000
"global-fund",1312,"europe","bilateral",2016,80140000
"global-fund",1312,"middle-east","bilateral",2016,18690000
"global-fund",1312,"oceania","bilateral",2016,29430000
"gggi",1313,"unspecified","bilateral",2016,8120000
"gggi",1313,"north-of-sahara","bilateral",2016,210000
"gggi",1313,"south-of-sahara","bilateral",2016,4060000
"gggi",1313,"north-central-america","bilateral",2016,570000
"gggi",1313,"south-america","bilateral",2016,1220000
"gggi",1313,"far-east-asia","bilateral",2016,7840000
"gggi",1313,"south-central-asia","bilateral",2016,600000
"gggi",1313,"middle-east","bilateral",2016,640000
"gggi",1313,"oceania","bilateral",2016,690000
"bmgf",1601,"unspecified","bilateral",2016,1650490000
"bmgf",1601,"north-of-sahara","bilateral",2016,633657.633714584
"bmgf",1601,"south-of-sahara","bilateral",2016,970406342.366285
"bmgf",1601,"north-central-america","bilateral",2016,21463570.8003518
"bmgf",1601,"south-america","bilateral",2016,24066429.1996482
"bmgf",1601,"far-east-asia","bilateral",2016,48441697.9778505
"bmgf",1601,"south-central-asia","bilateral",2016,394734376.765458
"bmgf",1601,"europe","bilateral",2016,8910000
"bmgf",1601,"middle-east","bilateral",2016,20313925.2566919
"bmgf",1601,"oceania","bilateral",2016,1410000
"dac-countries-total",20001,"unspecified","bilateral",2016,39267620000
"dac-countries-total",20001,"north-of-sahara","bilateral",2016,3270337901.69816
"dac-countries-total",20001,"south-of-sahara","bilateral",2016,26706012098.3018
"dac-countries-total",20001,"north-central-america","bilateral",2016,5740117568.11444
"dac-countries-total",20001,"south-america","bilateral",2016,3487172431.88556
"dac-countries-total",20001,"far-east-asia","bilateral",2016,8623453641.63672
"dac-countries-total",20001,"south-central-asia","bilateral",2016,13098823659.979
"dac-countries-total",20001,"europe","bilateral",2016,3727810000
"dac-countries-total",20001,"middle-east","bilateral",2016,10245272698.3842
"dac-countries-total",20001,"oceania","bilateral",2016,1352800000
"multilateral-total",20002,"unspecified","bilateral",2016,2936010000
"multilateral-total",20002,"north-of-sahara","bilateral",2016,2252453959.51129
"multilateral-total",20002,"south-of-sahara","bilateral",2016,20570896040.4887
"multilateral-total",20002,"north-central-america","bilateral",2016,1789114502.60699
"multilateral-total",20002,"south-america","bilateral",2016,1333435497.39301
"multilateral-total",20002,"far-east-asia","bilateral",2016,2706012403.48751
"multilateral-total",20002,"south-central-asia","bilateral",2016,10018953927.8675
"multilateral-total",20002,"europe","bilateral",2016,6023810000
"multilateral-total",20002,"middle-east","bilateral",2016,2789053668.64496
"multilateral-total",20002,"oceania","bilateral",2016,386850000
"g7-countries-total",20003,"unspecified","bilateral",2016,27993340000
"g7-countries-total",20003,"north-of-sahara","bilateral",2016,3069063372.42341
"g7-countries-total",20003,"south-of-sahara","bilateral",2016,21528936627.5766
"g7-countries-total",20003,"north-central-america","bilateral",2016,3100136297.60873
"g7-countries-total",20003,"south-america","bilateral",2016,2869763702.39127
"g7-countries-total",20003,"far-east-asia","bilateral",2016,7006971315.74563
"g7-countries-total",20003,"south-central-asia","bilateral",2016,11462670589.9215
"g7-countries-total",20003,"europe","bilateral",2016,2714500000
"g7-countries-total",20003,"middle-east","bilateral",2016,8568518094.33289
"g7-countries-total",20003,"oceania","bilateral",2016,373610000
"dac-eu-members-and-ec-total",20004,"unspecified","bilateral",2016,24784220000
"dac-eu-members-and-ec-total",20004,"north-of-sahara","bilateral",2016,4313180844.00931
"dac-eu-members-and-ec-total",20004,"south-of-sahara","bilateral",2016,17637659155.9907
"dac-eu-members-and-ec-total",20004,"north-central-america","bilateral",2016,4347447190.04656
"dac-eu-members-and-ec-total",20004,"south-america","bilateral",2016,2716182809.95344
"dac-eu-members-and-ec-total",20004,"far-east-asia","bilateral",2016,3341674544.18889
"dac-eu-members-and-ec-total",20004,"south-central-asia","bilateral",2016,6336356572.64454
"dac-eu-members-and-ec-total",20004,"europe","bilateral",2016,7828660000
"dac-eu-members-and-ec-total",20004,"middle-east","bilateral",2016,6608188883.16657
"dac-eu-members-and-ec-total",20004,"oceania","bilateral",2016,198730000
"all-donors-total",20005,"unspecified","bilateral",2016,43034970000
"all-donors-total",20005,"north-of-sahara","bilateral",2016,8372402622.72606
"all-donors-total",20005,"south-of-sahara","bilateral",2016,47721417377.2739
"all-donors-total",20005,"north-central-america","bilateral",2016,7933566748.30717
"all-donors-total",20005,"south-america","bilateral",2016,4831533251.69283
"all-donors-total",20005,"far-east-asia","bilateral",2016,11458229033.7852
"all-donors-total",20005,"south-central-asia","bilateral",2016,23825004556.7926
"all-donors-total",20005,"europe","bilateral",2016,10332750000
"all-donors-total",20005,"middle-east","bilateral",2016,21127476409.4222
"all-donors-total",20005,"oceania","bilateral",2016,1757300000
"non-dac-countries-total",20006,"unspecified","bilateral",2016,831340000
"non-dac-countries-total",20006,"north-of-sahara","bilateral",2016,2726567926.30659
"non-dac-countries-total",20006,"south-of-sahara","bilateral",2016,567552073.693413
"non-dac-countries-total",20006,"north-central-america","bilateral",2016,400053214.832083
"non-dac-countries-total",20006,"south-america","bilateral",2016,15216785.1679172
"non-dac-countries-total",20006,"far-east-asia","bilateral",2016,171969081.55916
"non-dac-countries-total",20006,"south-central-asia","bilateral",2016,736834605.533607
"non-dac-countries-total",20006,"europe","bilateral",2016,581130000
"non-dac-countries-total",20006,"middle-east","bilateral",2016,8020336312.90723
"non-dac-countries-total",20006,"oceania","bilateral",2016,17640000
"dac-eu-members-total",20011,"unspecified","bilateral",2016,23460400000
"dac-eu-members-total",20011,"north-of-sahara","bilateral",2016,2504660872.30493
"dac-eu-members-total",20011,"south-of-sahara","bilateral",2016,12624379127.6951
"dac-eu-members-total",20011,"north-central-america","bilateral",2016,3706658164.10694
"dac-eu-members-total",20011,"south-america","bilateral",2016,2185701835.89306
"dac-eu-members-total",20011,"far-east-asia","bilateral",2016,2892217350.31265
"dac-eu-members-total",20011,"south-central-asia","bilateral",2016,4579673784.88469
"dac-eu-members-total",20011,"europe","bilateral",2016,2341700000
"dac-eu-members-total",20011,"middle-east","bilateral",2016,5061978864.80265
"dac-eu-members-total",20011,"oceania","bilateral",2016,127380000
"world-bank-group",20012,"south-of-sahara","bilateral",2016,6459150000
"world-bank-group",20012,"north-central-america","bilateral",2016,153090000
"world-bank-group",20012,"south-america","bilateral",2016,72840000
"world-bank-group",20012,"far-east-asia","bilateral",2016,841220000
"world-bank-group",20012,"south-central-asia","bilateral",2016,4428850000
"world-bank-group",20012,"europe","bilateral",2016,110260000
"world-bank-group",20012,"middle-east","bilateral",2016,93370000
"world-bank-group",20012,"oceania","bilateral",2016,95280000
"international-monetary-fund-total",20013,"south-of-sahara","bilateral",2016,847220000
"international-monetary-fund-total",20013,"north-central-america","bilateral",2016,48250000
"international-monetary-fund-total",20013,"south-central-asia","bilateral",2016,32700000
"international-monetary-fund-total",20013,"europe","bilateral",2016,12090000
"international-monetary-fund-total",20013,"oceania","bilateral",2016,410000
"inter-american-development-bank-total",20014,"north-central-america","bilateral",2016,517310000
"inter-american-development-bank-total",20014,"south-america","bilateral",2016,459780000
"asian-development-bank-total",20015,"far-east-asia","bilateral",2016,712373397.641765
"asian-development-bank-total",20015,"south-central-asia","bilateral",2016,1924126602.35824
"asian-development-bank-total",20015,"oceania","bilateral",2016,107230000
"african-development-bank-total",20016,"north-of-sahara","bilateral",2016,6314152.77535347
"african-development-bank-total",20016,"south-of-sahara","bilateral",2016,2285885847.22465
"united-nations-total",20021,"unspecified","bilateral",2016,1339970000
"united-nations-total",20021,"north-of-sahara","bilateral",2016,70638767.1823744
"united-nations-total",20021,"south-of-sahara","bilateral",2016,1762411232.81763
"united-nations-total",20021,"north-central-america","bilateral",2016,130813602.284898
"united-nations-total",20021,"south-america","bilateral",2016,115926397.715102
"united-nations-total",20021,"far-east-asia","bilateral",2016,227313134.216306
"united-nations-total",20021,"south-central-asia","bilateral",2016,670262183.452109
"united-nations-total",20021,"europe","bilateral",2016,120120000
"united-nations-total",20021,"middle-east","bilateral",2016,922724682.331585
"united-nations-total",20021,"oceania","bilateral",2016,43890000
"regional-development-banks-total",20022,"north-of-sahara","bilateral",2016,16060444.6715692
"regional-development-banks-total",20022,"south-of-sahara","bilateral",2016,2448609555.32843
"regional-development-banks-total",20022,"north-central-america","bilateral",2016,544310000
"regional-development-banks-total",20022,"south-america","bilateral",2016,467420000
"regional-development-banks-total",20022,"far-east-asia","bilateral",2016,720512774.339595
"regional-development-banks-total",20022,"south-central-asia","bilateral",2016,1986377328.00263
"regional-development-banks-total",20022,"europe","bilateral",2016,103770000
"regional-development-banks-total",20022,"middle-east","bilateral",2016,99589897.6577761
"regional-development-banks-total",20022,"oceania","bilateral",2016,107700000
"world-bank-total",20033,"south-of-sahara","bilateral",2016,6459150000
"world-bank-total",20033,"north-central-america","bilateral",2016,153090000
"world-bank-total",20033,"south-america","bilateral",2016,72840000
"world-bank-total",20033,"far-east-asia","bilateral",2016,841220000
"world-bank-total",20033,"south-central-asia","bilateral",2016,4428850000
"world-bank-total",20033,"europe","bilateral",2016,110260000
"world-bank-total",20033,"middle-east","bilateral",2016,93370000
"world-bank-total",20033,"oceania","bilateral",2016,95280000
"other-multilateral-total",20034,"unspecified","bilateral",2016,272210000
"other-multilateral-total",20034,"north-of-sahara","bilateral",2016,409965292.736037
"other-multilateral-total",20034,"south-of-sahara","bilateral",2016,3987504707.26396
"other-multilateral-total",20034,"north-central-america","bilateral",2016,269514087.021678
"other-multilateral-total",20034,"south-america","bilateral",2016,149115912.978322
"other-multilateral-total",20034,"far-east-asia","bilateral",2016,466528038.636973
"other-multilateral-total",20034,"south-central-asia","bilateral",2016,1134089094.27095
"other-multilateral-total",20034,"europe","bilateral",2016,190620000
"other-multilateral-total",20034,"middle-east","bilateral",2016,138132867.092078
"other-multilateral-total",20034,"oceania","bilateral",2016,68220000
"private-donors-total",21600,"unspecified","bilateral",2016,1930140000
"private-donors-total",21600,"north-of-sahara","bilateral",2016,631779.169566226
"private-donors-total",21600,"south-of-sahara","bilateral",2016,989768220.830434
"private-donors-total",21600,"north-central-america","bilateral",2016,22306192.6308985
"private-donors-total",21600,"south-america","bilateral",2016,42073807.3691015
"private-donors-total",21600,"far-east-asia","bilateral",2016,49268529.2231485
"private-donors-total",21600,"south-central-asia","bilateral",2016,400067934.809049
"private-donors-total",21600,"europe","bilateral",2016,9460000
"private-donors-total",21600,"middle-east","bilateral",2016,20303535.9678026
"private-donors-total",21600,"oceania","bilateral",2016,1410000
